"","Taxon","Group","Difference","P_value"
"878","k__Bacteria;p__TM6;c__SJA-4;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"879","k__Bacteria;p__TM7;c__;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"880","k__Bacteria;p__TM7;c__SC3;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"881","k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16;g__","Treatment_days_0_to_7","72.2991689750693","0.61274387292255"
"882","k__Bacteria;p__Tenericutes;c__CK-1C4-19;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"883","k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"884","k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma","Treatment_days_0_to_7","599.296296296296","0.446499712306456"
"885","k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__","Treatment_days_0_to_7","180.063734521343","0.266516457310327"
"886","k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"887","k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"888","k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia","Treatment_days_0_to_7","-98.6719668479864","0.26410423073504"
"889","k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter","Treatment_days_0_to_7","NaN","NaN"
"890","k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__;g__","Treatment_days_0_to_7","NaN","NaN"
"891","k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae];g__DA101","Treatment_days_0_to_7","NaN","NaN"
"892","k__Bacteria;p__WPS-2;c__;o__;f__;g__","Treatment_days_0_to_7","NaN","NaN"
"893","k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus","Treatment_days_0_to_7","NaN","NaN"
"894","k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus","Treatment_days_0_to_7","NaN","NaN"
